# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LCTL	ENSECAG00000014254	ENSECAT00000078617	protein_coding	0	22	11	361	4	0	2	0	0	0	0	73	0	0	0	205	11	0	0	0	0	2	0	0	0	0	0	20	79
LDB1	ENSECAG00000012948	ENSECAT00000013736	protein_coding	10	43	3	400	0	0	0	0	0	0	0	170	0	7	0	145	3	0	0	4	5	11	0	0	0	0	0	39	95
LDB3	ENSECAG00000024538	ENSECAT00000026469	protein_coding	0	17	3	1019	0	1	2	0	0	0	0	69	0	0	0	854	3	0	0	0	0	1	0	0	0	0	0	15	95
LDB3	ENSECAG00000024538	ENSECAT00000065977	protein_coding	0	9	0	570	0	1	2	0	0	0	0	98	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	8	95
LDB3	ENSECAG00000024538	ENSECAT00000075325	protein_coding	0	13	1	702	9	1	2	0	0	0	0	41	0	0	0	556	1	0	0	0	0	1	0	0	0	0	0	11	95
LDB3	ENSECAG00000024538	ENSECAT00000077258	protein_coding	0	20	4	1015	0	1	2	0	0	0	0	69	0	0	0	850	4	0	0	0	0	1	0	0	0	0	0	18	95
LDB3	ENSECAG00000024538	ENSECAT00000078283	protein_coding	0	21	3	1015	0	1	2	0	0	0	0	69	0	0	0	850	3	0	0	0	0	1	0	0	0	0	0	19	95
LEO1	ENSECAG00000014898	ENSECAT00000015781	protein_coding	7	86	12	855	5	0	6	1	0	1	0	118	0	0	0	664	10	0	0	0	6	7	0	0	1	0	0	79	75
LEO1	ENSECAG00000014898	ENSECAT00000032352	protein_coding	7	85	11	3518	0	0	0	0	0	0	0	108	0	0	0	3320	11	0	0	0	6	7	0	0	1	0	0	78	103
LEO1	ENSECAG00000014898	ENSECAT00000035280	protein_coding	7	80	12	861	5	0	6	1	0	1	0	118	0	0	0	668	10	0	0	0	6	5	0	0	1	0	0	75	75
LEO1	ENSECAG00000014898	ENSECAT00000067021	protein_coding	6	83	14	726	7	0	6	0	1	0	0	70	0	0	0	578	13	0	0	0	5	5	0	0	1	0	0	78	75
LEO1	ENSECAG00000014898	ENSECAT00000067258	protein_coding	7	78	14	968	0	0	0	0	0	1	0	106	0	1	0	768	13	0	0	0	5	4	0	0	1	0	0	74	103
LEO1	ENSECAG00000014898	ENSECAT00000071348	protein_coding	5	67	15	1196	0	0	6	0	0	1	0	132	0	0	0	990	14	0	0	0	4	3	0	0	1	0	0	64	75
LGALS8	ENSECAG00000015230	ENSECAT00000016253	protein_coding	3	35	36	553	0	5	37	0	1	0	0	121	0	3	0	298	35	0	0	0	0	5	0	0	0	0	0	26	99
LGALS8	ENSECAG00000015230	ENSECAT00000044871	protein_coding	1	26	24	417	8	0	0	0	0	0	0	158	0	1	0	106	24	0	0	0	0	3	0	0	0	0	0	24	147
LGALS8	ENSECAG00000015230	ENSECAT00000049964	protein_coding	1	33	26	608	8	5	37	0	0	0	0	158	0	1	0	308	26	0	0	0	0	5	0	0	0	0	0	24	99
LGALS8	ENSECAG00000015230	ENSECAT00000055658	protein_coding	3	35	36	594	8	5	37	0	1	0	0	158	0	3	0	294	35	0	0	0	0	5	0	0	0	0	0	26	99
LGALS8	ENSECAG00000015230	ENSECAT00000056620	protein_coding	2	32	35	598	8	4	36	0	1	0	0	158	0	2	0	298	34	0	0	0	0	4	0	0	0	0	0	25	99
LGALS8	ENSECAG00000015230	ENSECAT00000056680	protein_coding	3	35	36	594	8	5	37	0	1	0	0	158	0	3	0	294	35	0	0	0	0	5	0	0	0	0	0	26	99
LGI1	ENSECAG00000024597	ENSECAT00000026529	protein_coding	2	19	10	576	0	0	0	0	1	0	0	58	0	2	0	448	9	0	0	0	0	3	0	0	0	0	0	16	73
LGI1	ENSECAG00000024597	ENSECAT00000045705	protein_coding	2	18	9	578	0	0	0	0	1	0	0	58	0	2	0	450	8	0	0	0	0	3	0	0	0	0	0	15	73
LGI1	ENSECAG00000024597	ENSECAT00000055074	protein_coding	2	19	10	576	0	0	0	0	1	0	0	58	0	2	0	448	9	0	0	0	0	3	0	0	0	0	0	16	73
LGI1	ENSECAG00000024597	ENSECAT00000069373	protein_coding	0	18	4	585	0	0	9	0	1	0	0	58	0	0	0	448	3	0	0	0	0	3	0	0	0	0	0	15	73
LGI1	ENSECAG00000024597	ENSECAT00000075036	protein_coding	2	2	7	443	6	0	0	0	0	0	0	71	0	2	0	294	7	0	0	0	0	1	0	0	0	0	0	1	73
LHPP	ENSECAG00000037483	ENSECAT00000042413	protein_coding	1	2	3	2230	0	0	0	0	0	0	0	70	0	0	0	2112	3	0	0	0	0	0	1	0	0	0	0	2	48
LHPP	ENSECAG00000037483	ENSECAT00000068677	protein_coding	1	4	4	2227	0	0	0	0	0	0	0	70	0	0	0	2109	4	0	0	0	0	0	1	0	0	0	0	4	48
LINGO1	ENSECAG00000005701	ENSECAT00000005689	protein_coding	2	12	3	239	2	0	0	0	0	1	0	56	0	2	0	159	2	0	0	0	0	0	0	0	0	0	0	12	22
LINS1	ENSECAG00000018867	ENSECAT00000020050	protein_coding	9	58	66	193	0	3	16	1	2	0	0	57	0	8	0	54	63	0	0	0	1	4	0	0	0	0	0	54	68
LIPA	ENSECAG00000010840	ENSECAT00000055312	protein_coding	8	60	42	725	24	1	1	1	0	0	0	48	0	4	0	585	41	0	0	0	3	7	0	0	1	0	0	55	74
LIPA	ENSECAG00000010840	ENSECAT00000059127	protein_coding	7	60	42	771	0	2	16	1	0	0	0	74	0	4	0	617	41	0	0	0	2	4	0	0	1	0	0	56	68
LIPC	ENSECAG00000020896	ENSECAT00000022385	protein_coding	1	6	4	2138	0	0	0	0	0	0	0	83	0	1	0	1984	4	0	0	1	0	4	0	0	0	0	0	3	75
LIPC	ENSECAG00000020896	ENSECAT00000074595	protein_coding	1	6	4	2138	0	0	0	0	0	0	0	83	0	1	0	1984	4	0	0	1	0	4	0	0	0	0	0	3	75
LIPJ	ENSECAG00000014492	ENSECAT00000015158	protein_coding	1	5	12	766	0	0	3	0	0	0	0	138	0	1	0	519	12	0	0	0	0	0	0	0	0	0	0	5	106
LIPK	ENSECAG00000007409	ENSECAT00000007415	protein_coding	0	13	15	1212	6	0	4	0	0	0	0	197	0	0	0	919	15	0	0	0	0	3	0	0	0	0	0	10	89
LIPM	ENSECAG00000022367	ENSECAT00000024102	protein_coding	1	9	4	435	0	0	0	0	0	0	0	86	0	0	0	294	4	0	0	0	0	1	0	0	1	0	0	9	55
LIPM	ENSECAG00000022367	ENSECAT00000070494	protein_coding	0	8	4	408	0	0	2	0	0	0	0	86	0	0	0	274	4	0	0	0	0	0	0	0	0	0	0	8	46
LIPN	ENSECAG00000006329	ENSECAT00000006452	protein_coding	2	3	5	675	0	0	0	0	0	0	0	62	0	1	0	546	5	0	0	0	0	2	0	0	1	0	0	2	68
LMAN1L	ENSECAG00000008951	ENSECAT00000009179	protein_coding	0	6	5	225	16	0	0	0	0	0	0	48	0	0	0	107	5	0	0	0	0	2	0	0	0	0	0	5	55
LMLN2	ENSECAG00000042315	ENSECAT00000072714	protein_coding	5	25	46	255	0	0	0	0	0	1	0	166	0	4	0	40	45	0	0	0	1	2	0	0	0	0	0	23	52
LOXL1	ENSECAG00000023405	ENSECAT00000025174	protein_coding	0	13	9	557	0	0	0	0	0	1	1	95	0	0	0	376	7	0	0	0	0	2	0	0	0	0	0	12	87
LOXL4	ENSECAG00000005573	ENSECAT00000006621	protein_coding	0	26	12	376	15	1	1	0	0	0	0	52	0	0	0	238	12	0	0	0	0	1	0	0	0	0	0	24	71
LPCAT4	ENSECAG00000022962	ENSECAT00000024661	protein_coding	2	62	29	279	0	0	0	1	1	0	0	69	0	0	0	82	28	0	0	2	0	9	0	0	0	0	0	56	136
LRFN5	ENSECAG00000024060	ENSECAT00000025831	protein_coding	1	29	8	4003	0	3	7	0	0	0	0	65	0	1	0	3824	8	0	0	0	0	1	0	0	0	0	0	25	108
LRFN5	ENSECAG00000024060	ENSECAT00000060583	protein_coding	1	28	12	3788	0	3	7	0	0	0	0	102	0	1	0	3571	12	0	0	0	0	0	0	0	0	0	0	25	108
LRIT1	ENSECAG00000003092	ENSECAT00000003261	protein_coding	2	26	26	507	5	0	0	0	0	0	0	85	0	1	0	276	26	0	0	1	0	2	1	0	0	0	0	26	142
LRIT2	ENSECAG00000009070	ENSECAT00000009235	protein_coding	1	22	23	200	0	0	0	0	0	0	0	90	0	1	0	26	23	0	0	0	0	2	0	0	0	0	0	22	84
LRIT2	ENSECAG00000009070	ENSECAT00000073893	protein_coding	1	22	23	200	0	0	0	0	0	0	0	90	0	1	0	26	23	0	0	0	0	2	0	0	0	0	0	22	84
LRMDA	ENSECAG00000010620	ENSECAT00000010910	protein_coding	0	5	7	478	0	0	0	0	0	0	0	35	0	0	0	409	7	0	0	0	0	1	0	0	0	0	0	5	34
LRMDA	ENSECAG00000010620	ENSECAT00000033191	protein_coding	0	6	9	9538	0	0	0	0	0	0	0	97	0	0	0	9381	9	0	0	0	0	3	0	0	0	0	0	5	61
LRMDA	ENSECAG00000010620	ENSECAT00000070932	protein_coding	0	7	8	14220	0	0	0	0	0	0	0	97	0	0	0	14072	8	0	0	0	0	3	0	0	0	0	0	6	52
LRP10	ENSECAG00000022955	ENSECAT00000024622	protein_coding	14	130	64	285	24	4	20	0	0	2	1	93	0	13	0	35	61	0	0	2	1	4	0	0	0	0	0	125	117
LRP10	ENSECAG00000022955	ENSECAT00000062812	protein_coding	12	124	53	304	24	4	20	0	0	2	1	93	0	11	0	56	50	0	0	2	1	6	0	0	0	0	0	117	117
LRP10	ENSECAG00000022955	ENSECAT00000068280	protein_coding	12	96	42	353	0	4	20	0	0	1	1	94	0	11	0	127	40	0	0	2	1	5	0	0	0	0	0	90	117
LRR1	ENSECAG00000011978	ENSECAT00000012407	protein_coding	2	52	33	341	0	0	0	0	0	0	0	138	0	2	0	149	33	0	0	0	0	2	0	0	0	0	0	50	56
LRR1	ENSECAG00000011978	ENSECAT00000067357	protein_coding	0	12	10	395	0	0	0	0	0	0	0	138	0	0	0	201	10	0	0	0	0	0	0	0	0	0	0	12	56
LRRC18	ENSECAG00000004131	ENSECAT00000004020	protein_coding	0	6	5	163	0	0	0	0	0	0	0	53	0	0	0	42	5	0	0	0	0	2	0	0	0	0	0	4	70
LRRC20	ENSECAG00000015466	ENSECAT00000016171	protein_coding	3	32	11	1303	0	0	3	0	0	0	0	92	0	3	0	1173	11	0	0	0	0	2	0	0	0	0	0	30	37
LRRC20	ENSECAG00000015466	ENSECAT00000074667	protein_coding	1	25	5	1319	0	1	12	0	0	0	0	92	0	1	0	1180	5	0	0	0	0	2	0	0	0	0	0	22	37
LRRC20	ENSECAG00000015466	ENSECAT00000075035	protein_coding	0	26	7	1272	0	0	0	0	0	0	0	92	0	0	0	1109	7	0	0	0	0	0	0	0	0	0	0	26	71
LRRC27	ENSECAG00000000671	ENSECAT00000000642	protein_coding	1	2	15	927	4	0	1	0	0	0	0	92	0	1	0	698	15	0	0	0	0	1	0	0	0	0	0	2	132
LRRC27	ENSECAG00000000671	ENSECAT00000053078	protein_coding	0	2	13	792	35	0	1	0	0	0	0	80	0	0	0	544	13	0	0	0	0	1	0	0	0	0	0	2	132
LRRC28	ENSECAG00000010529	ENSECAT00000010866	protein_coding	1	26	12	2238	13	0	0	0	0	0	0	61	0	1	0	2081	12	0	0	0	0	0	0	0	0	0	0	26	83
LRRC28	ENSECAG00000010529	ENSECAT00000057817	protein_coding	0	7	3	803	0	0	6	0	0	0	0	55	0	0	0	659	3	0	0	0	0	0	0	0	0	0	0	7	83
LRRC28	ENSECAG00000010529	ENSECAT00000066000	protein_coding	1	28	10	2238	13	0	6	0	0	0	0	61	0	1	0	2075	10	0	0	0	0	0	0	0	0	0	0	28	83
LRRC28	ENSECAG00000010529	ENSECAT00000076476	protein_coding	1	28	12	2236	13	0	6	0	0	0	0	61	0	1	0	2073	12	0	0	0	0	0	0	0	0	0	0	28	83
LRRC28	ENSECAG00000010529	ENSECAT00000076501	protein_coding	1	17	11	2247	0	0	6	0	0	0	0	73	0	1	0	2085	11	0	0	0	0	0	0	0	0	0	0	17	83
LRRC28	ENSECAG00000010529	ENSECAT00000078706	protein_coding	1	7	3	2265	0	0	6	0	0	0	0	73	0	1	0	2103	3	0	0	0	0	0	0	0	0	0	0	7	83
LRRC28	ENSECAG00000010529	ENSECAT00000078749	protein_coding	18	23	23	1830	13	0	0	3	1	2	1	61	0	18	0	1672	16	0	0	0	0	0	0	0	0	0	0	23	84
LRRC49	ENSECAG00000024328	ENSECAT00000026212	protein_coding	0	36	16	2443	0	0	0	0	0	0	0	96	0	0	0	2263	16	0	0	0	0	3	0	0	0	0	0	34	86
LRRC49	ENSECAG00000024328	ENSECAT00000065937	protein_coding	0	35	16	2812	0	0	0	0	0	0	0	96	0	0	0	2639	16	0	0	0	0	3	0	0	0	0	0	33	79
LRRC57	ENSECAG00000019620	ENSECAT00000020864	protein_coding	2	30	16	305	0	0	0	0	0	0	0	215	0	0	0	25	16	0	0	0	2	4	0	0	0	0	0	28	69
LRRK1	ENSECAG00000024161	ENSECAT00000026076	protein_coding	23	283	100	1654	0	0	0	0	0	2	2	71	0	13	0	1524	97	0	0	1	9	11	0	0	1	0	0	277	75
LRRTM3	ENSECAG00000002417	ENSECAT00000002248	protein_coding	0	21	3	3180	0	0	0	0	0	0	0	110	0	0	0	2986	3	0	0	0	0	0	0	0	0	0	0	21	84
LTB4R	ENSECAG00000004228	ENSECAT00000004129	protein_coding	0	22	26	273	0	0	0	0	0	0	0	102	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	22	171
LTB4R2	ENSECAG00000012375	ENSECAT00000012829	protein_coding	2	66	22	262	0	0	0	0	0	0	0	137	0	1	0	0	22	0	0	0	0	0	1	0	0	0	0	66	125
LTK	ENSECAG00000010591	ENSECAT00000011154	protein_coding	3	29	11	217	0	0	0	0	0	0	0	94	0	3	0	47	11	0	0	2	0	5	0	0	0	0	0	26	81
LTK	ENSECAG00000010591	ENSECAT00000034657	protein_coding	3	29	11	217	0	0	0	0	0	0	0	94	0	3	0	47	11	0	0	2	0	5	0	0	0	0	0	26	81
LTK	ENSECAG00000010591	ENSECAT00000045092	protein_coding	3	30	11	216	0	0	0	0	0	0	0	94	0	3	0	46	11	0	0	2	0	5	0	0	0	0	0	27	81
LYSMD2	ENSECAG00000016259	ENSECAT00000017027	protein_coding	3	20	12	404	16	2	5	0	0	0	1	93	0	0	0	174	11	0	0	0	2	3	0	0	1	0	0	16	120
LYSMD2	ENSECAG00000016259	ENSECAT00000036322	protein_coding	5	25	19	527	16	0	0	0	0	0	1	93	0	0	0	240	18	0	0	0	4	2	0	0	1	0	0	24	183
LYSMD4	ENSECAG00000000376	ENSECAT00000000317	protein_coding	0	5	19	173	0	0	0	0	0	1	0	64	0	0	0	19	18	0	0	0	0	0	0	0	0	0	0	5	90
LYST	ENSECAG00000006981	ENSECAT00000008004	protein_coding	16	274	157	2556	80	0	0	0	0	1	1	136	0	13	0	2261	156	0	0	1	1	12	0	0	2	0	0	264	91
LYST	ENSECAG00000006981	ENSECAT00000008047	protein_coding	16	274	158	2555	80	0	0	0	0	1	1	136	0	13	0	2260	157	0	0	1	1	12	0	0	2	0	0	264	91
LYST	ENSECAG00000006981	ENSECAT00000031848	protein_coding	8	76	75	600	0	0	0	0	0	0	0	80	0	7	0	432	75	0	0	0	0	3	0	0	1	0	0	73	91
LYST	ENSECAG00000006981	ENSECAT00000042323	protein_coding	16	274	157	2556	80	0	0	0	0	1	1	136	0	13	0	2261	156	0	0	1	1	12	0	0	2	0	0	264	91
LYST	ENSECAG00000006981	ENSECAT00000045793	protein_coding	16	262	151	2574	80	0	0	0	0	1	1	136	0	13	0	2278	150	0	0	1	1	11	0	0	2	0	0	253	91
LZTS2	ENSECAG00000013288	ENSECAT00000013917	protein_coding	3	80	23	137	0	0	1	0	0	3	0	52	0	3	0	20	20	0	0	0	0	1	0	0	0	0	0	79	65
LZTS2	ENSECAG00000013288	ENSECAT00000031772	protein_coding	3	75	23	142	0	0	1	0	0	3	0	52	0	3	0	25	20	0	0	0	0	1	0	0	0	0	0	74	65
MACROH2A2	ENSECAG00000019223	ENSECAT00000020715	protein_coding	0	14	1	544	0	0	0	0	0	0	0	81	0	0	0	399	1	0	0	0	0	1	0	0	0	0	0	13	65
MACROH2A2	ENSECAG00000019223	ENSECAT00000055686	protein_coding	0	14	1	544	0	0	0	0	0	0	0	81	0	0	0	399	1	0	0	0	0	1	0	0	0	0	0	13	65
MAGEL2	ENSECAG00000013555	ENSECAT00000014097	protein_coding	0	16	15	114	0	0	0	0	0	1	0	58	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	16	56
MAN2A2	ENSECAG00000018866	ENSECAT00000020561	protein_coding	14	217	70	417	8	0	0	0	0	0	0	119	0	7	0	258	70	0	0	1	8	15	0	0	0	0	0	207	48
MAN2C1	ENSECAG00000021864	ENSECAT00000023838	protein_coding	19	142	60	376	0	0	0	2	0	1	0	100	0	7	0	165	60	0	0	7	9	25	0	0	1	0	0	131	136
MAN2C1	ENSECAG00000021864	ENSECAT00000023900	protein_coding	19	127	50	401	0	0	0	2	0	1	0	100	0	7	0	191	50	0	0	7	9	26	0	0	1	0	0	115	136
MAP10	ENSECAG00000007746	ENSECAT00000007772	protein_coding	1	17	29	474	2	0	0	0	2	0	0	57	0	1	0	311	27	0	0	0	0	0	0	0	0	0	0	17	104
MAP10	ENSECAG00000007746	ENSECAT00000063870	protein_coding	1	17	29	474	2	0	0	0	2	0	0	57	0	1	0	311	27	0	0	0	0	0	0	0	0	0	0	17	104
MAP1A	ENSECAG00000022695	ENSECAT00000024263	protein_coding	7	99	76	293	0	0	0	0	2	0	0	131	0	6	0	96	75	0	0	0	0	0	0	0	2	0	0	99	66
MAP1A	ENSECAG00000022695	ENSECAT00000033613	protein_coding	11	96	79	218	0	0	0	0	2	0	0	131	0	10	0	35	78	0	0	0	0	0	0	0	2	0	0	96	52
MAP1A	ENSECAG00000022695	ENSECAT00000064348	protein_coding	7	84	75	204	10	0	7	0	2	0	0	131	0	6	0	0	74	0	0	0	0	0	0	0	2	0	0	84	56
MAP2K1	ENSECAG00000010640	ENSECAT00000011490	protein_coding	7	69	3	1222	0	1	22	0	0	0	0	119	0	2	0	994	3	0	0	4	0	5	0	0	1	0	0	64	95
MAP2K5	ENSECAG00000022411	ENSECAT00000023929	protein_coding	1	30	10	3921	0	0	0	0	0	0	0	109	0	0	0	3715	10	0	0	1	0	3	0	0	0	0	0	28	100
MAP2K5	ENSECAG00000022411	ENSECAT00000053838	protein_coding	1	29	10	3922	0	0	0	0	0	0	0	109	0	0	0	3715	10	0	0	1	0	2	0	0	0	0	0	28	100
MAP2K5	ENSECAG00000022411	ENSECAT00000060995	protein_coding	2	25	10	3570	0	0	0	0	0	0	0	44	0	1	0	3429	10	0	0	1	0	3	0	0	0	0	0	23	100
MAP2K5	ENSECAG00000022411	ENSECAT00000061163	protein_coding	2	25	10	3570	0	0	0	0	0	0	0	44	0	1	0	3429	10	0	0	1	0	3	0	0	0	0	0	23	100
MAP2K5	ENSECAG00000022411	ENSECAT00000062364	protein_coding	2	25	10	3570	0	0	0	0	0	0	0	44	0	1	0	3429	10	0	0	1	0	3	0	0	0	0	0	23	100
MAP3K21	ENSECAG00000009443	ENSECAT00000009633	protein_coding	3	61	25	1171	0	0	0	0	0	1	0	40	0	2	0	1007	24	0	0	0	0	3	1	0	0	0	0	59	126
MAP3K21	ENSECAG00000009443	ENSECAT00000060768	protein_coding	3	61	25	1171	0	0	0	0	0	1	0	40	0	2	0	1007	24	0	0	0	0	3	1	0	0	0	0	59	126
MAP4K5	ENSECAG00000005718	ENSECAT00000005961	protein_coding	7	76	12	1656	0	0	0	1	0	0	0	127	0	2	0	1444	12	0	0	4	1	14	0	0	0	0	0	63	103
MAPK6	ENSECAG00000034988	ENSECAT00000057088	protein_coding	3	77	45	535	21	4	49	1	0	1	0	153	0	2	0	187	43	0	0	0	0	1	0	0	1	0	0	72	126
MAPK8	ENSECAG00000008480	ENSECAT00000008865	protein_coding	5	49	2	574	0	0	0	0	0	0	0	159	0	0	0	369	2	0	0	5	1	5	0	0	0	0	0	45	55
MAPK8	ENSECAG00000008480	ENSECAT00000038301	protein_coding	4	48	3	575	0	0	0	0	0	1	0	159	0	0	0	368	2	0	0	4	1	4	0	0	0	0	0	45	55
MAPK8	ENSECAG00000008480	ENSECAT00000074277	protein_coding	4	34	1	591	0	0	0	0	0	0	0	168	0	0	0	375	1	0	0	4	1	4	0	0	0	0	0	31	55
MAPKBP1	ENSECAG00000008692	ENSECAT00000009496	protein_coding	1	112	35	607	0	0	2	0	0	0	0	88	0	1	0	421	35	0	0	0	0	2	0	0	0	0	0	111	97
MAPKBP1	ENSECAG00000008692	ENSECAT00000009498	protein_coding	1	112	35	607	0	0	2	0	0	0	0	88	0	1	0	421	35	0	0	0	0	2	0	0	0	0	0	111	97
MAPKBP1	ENSECAG00000008692	ENSECAT00000077797	protein_coding	0	3	1	715	142	0	0	0	0	0	0	88	0	0	0	404	1	0	0	0	0	2	0	0	0	0	0	1	82
MARCHF5	ENSECAG00000000029	ENSECAT00000000029	protein_coding	2	38	0	817	5	0	0	0	0	0	0	132	0	1	0	594	0	0	0	1	1	5	0	0	0	0	0	35	91
MARCHF5	ENSECAG00000000029	ENSECAT00000039677	protein_coding	2	38	1	816	5	0	0	0	0	0	0	132	0	1	0	593	1	0	0	1	1	5	0	0	0	0	0	35	91
MARCHF5	ENSECAG00000000029	ENSECAT00000057296	protein_coding	2	38	0	817	5	0	0	0	0	0	0	132	0	1	0	594	0	0	0	1	1	5	0	0	0	0	0	35	91
MARCHF8	ENSECAG00000002745	ENSECAT00000002899	protein_coding	2	28	23	1034	0	2	11	0	1	0	1	137	0	2	0	815	21	0	0	0	0	2	0	0	0	0	0	25	72
MARCHF8	ENSECAG00000002745	ENSECAT00000046276	protein_coding	2	30	29	1026	0	2	11	0	1	0	1	137	0	2	0	807	27	0	0	0	0	2	0	0	0	0	0	27	72
MARCHF8	ENSECAG00000002745	ENSECAT00000060552	protein_coding	5	31	33	1019	0	2	11	0	1	1	0	122	0	4	0	816	31	0	0	0	0	4	0	0	1	0	1	26	72
MARVELD1	ENSECAG00000040184	ENSECAT00000040500	protein_coding	0	7	8	120	0	0	0	0	0	0	0	60	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	7	60
MAT1A	ENSECAG00000017602	ENSECAT00000018568	protein_coding	1	31	7	405	0	2	10	0	0	0	0	71	0	1	0	251	7	0	0	0	0	2	0	0	0	0	0	27	75
MAT1A	ENSECAG00000017602	ENSECAT00000056875	protein_coding	1	27	9	402	0	2	10	0	0	0	0	77	0	1	0	241	9	0	0	0	0	1	0	0	0	0	0	24	75
MBIP	ENSECAG00000022491	ENSECAT00000024001	protein_coding	3	26	23	651	1	0	1	0	0	0	0	121	0	2	0	417	23	0	0	1	1	8	0	0	0	0	0	19	119
MBIP	ENSECAG00000022491	ENSECAT00000054172	protein_coding	3	26	23	642	4	0	1	0	0	0	0	131	0	2	0	395	23	0	0	1	1	8	0	0	0	0	0	19	119
MBIP	ENSECAG00000022491	ENSECAT00000060197	protein_coding	3	27	25	654	0	0	1	0	0	0	0	119	0	2	0	424	25	0	0	1	1	9	0	0	0	0	0	19	119
MBIP	ENSECAG00000022491	ENSECAT00000070626	protein_coding	3	23	23	660	1	0	1	0	0	0	0	119	0	2	0	429	23	0	0	1	1	9	0	0	0	0	0	15	119
MBL2	ENSECAG00000018357	ENSECAT00000019396	protein_coding	1	5	9	276	2	0	1	0	0	0	0	103	0	0	0	55	9	0	0	0	0	1	0	0	1	0	0	4	116
MBL2	ENSECAG00000018357	ENSECAT00000041532	protein_coding	1	5	9	233	2	0	0	0	0	0	0	103	0	0	0	47	9	0	0	0	0	1	0	0	1	0	0	4	82
MCEE	ENSECAG00000005917	ENSECAT00000005846	protein_coding	2	24	17	707	0	0	0	0	0	0	0	96	0	2	0	431	17	0	0	0	0	4	0	0	0	0	0	20	184
MCMBP	ENSECAG00000015061	ENSECAT00000016034	protein_coding	9	125	16	875	20	0	0	0	0	0	0	75	0	3	0	713	16	0	0	1	6	14	0	0	0	0	0	114	84
MCTP2	ENSECAG00000022677	ENSECAT00000024451	protein_coding	0	31	12	3326	0	1	2	0	0	0	0	72	0	0	0	3184	12	0	0	0	0	5	0	0	0	0	0	26	72
MCTP2	ENSECAG00000022677	ENSECAT00000034163	protein_coding	0	30	12	3295	0	1	2	0	0	0	0	71	0	0	0	3154	12	0	0	0	0	5	0	0	0	0	0	25	72
MCTP2	ENSECAG00000022677	ENSECAT00000071965	protein_coding	0	31	12	3326	0	1	2	0	0	0	0	72	0	0	0	3184	12	0	0	0	0	5	0	0	0	0	0	26	72
MCU	ENSECAG00000006181	ENSECAT00000006365	protein_coding	0	35	6	3092	0	0	0	0	0	1	0	147	0	0	0	2872	5	0	0	0	0	3	0	0	0	0	0	32	76
MCU	ENSECAG00000006181	ENSECAT00000043269	protein_coding	0	33	11	3077	0	0	0	1	0	1	0	175	0	0	0	2828	9	0	0	0	0	2	0	0	0	0	0	31	76
MDGA2	ENSECAG00000007565	ENSECAT00000007899	protein_coding	4	21	8	14564	0	0	0	1	0	0	1	78	0	4	0	14409	6	0	0	0	0	3	0	0	0	0	0	18	80
MEF2A	ENSECAG00000011593	ENSECAT00000012254	protein_coding	2	57	14	1333	9	1	6	0	0	1	0	282	0	0	0	1008	13	0	0	0	2	5	0	0	0	0	0	51	35
MEF2A	ENSECAG00000011593	ENSECAT00000012278	protein_coding	1	51	11	1342	9	0	0	0	0	1	0	282	0	0	0	1015	10	0	0	0	1	4	0	0	0	0	0	47	41
MEF2A	ENSECAG00000011593	ENSECAT00000012280	protein_coding	2	57	14	1333	9	1	6	0	0	1	0	282	0	0	0	1008	13	0	0	0	2	5	0	0	0	0	0	51	35
MEF2A	ENSECAG00000011593	ENSECAT00000041990	protein_coding	2	56	13	1335	9	1	6	0	0	1	0	282	0	0	0	1009	12	0	0	0	2	4	0	0	0	0	0	51	35
MEF2A	ENSECAG00000011593	ENSECAT00000049405	protein_coding	2	51	14	1337	0	1	6	0	0	1	0	289	0	0	0	1014	13	0	0	0	2	5	0	0	0	0	0	45	35
MEGF11	ENSECAG00000000706	ENSECAT00000002954	protein_coding	3	24	17	6049	0	2	6	0	0	0	0	40	0	3	0	5955	17	0	0	0	0	2	0	0	0	0	0	22	48
MEGF11	ENSECAG00000000706	ENSECAT00000054269	protein_coding	3	27	17	6046	0	2	6	0	0	0	0	40	0	3	0	5952	17	0	0	0	0	2	0	0	0	0	0	25	48
MEGF11	ENSECAG00000000706	ENSECAT00000055050	protein_coding	3	23	20	6040	0	0	0	0	0	0	0	41	0	3	0	5951	20	0	0	0	0	1	0	0	0	0	0	23	48
